RBD,DV_RBD,NOM_RBD,RBD_A1,RBD_A2,COD_DEPE,COD_DEPE2,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,RURAL_RBD,EFECTIVR,SUPERAR,INICIAR,MEJORAR,INTEGRAR,IGUALDR,CLUSTER,INDICER,SEL2018_25,SEL2018_35,SEL
1077,4,ESCUELA BASICA HECTOR JORQUERA VALENCIA,,,2,1,4,42,4202,CANELA,43,CHOAPA,1,"47,4678922987736","61,3256323668598",100,100,"94,1666666666667","98,0877654807541",412,"69,0219389523662",1,2,1
1078,2,ESCUELA BASICA JUAN ANTONIO RIOS,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"48,0630990917037","67,7402149627288","97,5333333333333",100,"83,4","97,503067322445",421,"70,2232816644323",1,2,1
1080,4,ESC.BASICA JOSE ANTONIO ECHAVARRIA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"52,6298827194349","60,3823205249941","80,0666666666666",100,"63,25","97,2281734971436",421,"67,7368045225609",2,2,3
1081,2,ESC.BASICA EUSEBIO LILLO ROBLES,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","64,6555555555556",100,51,"92,8953268474929",422,"62,4452725210073",2,2,3
1082,0,ESC.BASICA MERCEDES MARIN DEL SOLAR,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"56,6598049541405","60,7125491630988","82,0666666666667",100,65,"95,7838912805934",422,"69,2100976804302",1,2,1
1083,9,ESCUELA BASICA CARQUINDANO,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","84,4111111111111",100,"72,6666666666667","92,8953268474929",422,"64,7139391876739",2,2,3
1084,7,ESCUELA BASICA JABONERIA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"45,6690928927827","60,7125491630988","77,6444444444444","87,5","54,25","95,0617501723182",422,"63,931829840574",2,2,3
1085,5,ESCUELA BASICA PABLO NERUDA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","70,7666666666667",100,"49,6666666666667","94,6284655073532",422,"63,1265630261765",2,2,3
1086,3,ESCUELA BASICA MARIANO LATORRE,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"47,3569434227192","60,3823205249941","71,4777777777778",100,"49,6666666666667","97,2281734971436",421,"64,5913169827761",2,2,3
1087,1,ESCUELA BASICA CANELA ALTA,,,2,1,4,42,4202,CANELA,43,CHOAPA,1,"48,0146183341008","58,9266270871052","95,52",100,"85,8333333333333","97,5968015909389",412,"67,75902738468",2,1,2
1090,1,ESC.BASICA CARLOS IBANEZ DEL CAMPO,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","81,4",100,"65,6666666666667","97,2281734971436",422,"65,1364987839304",2,2,3
1092,8,ESCUELA BASICA MINCHA NORTE,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"50,5939385311828","64,6480064208354","71,5222222222222",100,"45,6","96,1449618347309",422,"66,5444239913457",2,1,2
1093,6,ESCUELA BASICA ATELCURA ALTA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","79,8888888888889",100,"67,3333333333333","95,252017886044",422,"64,6944112161552",2,2,3
1094,4,ESCUELA BASICA POZA HONDA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"41,7216893138415","60,3670334878724","78,8444444444444",100,"59,25","97,2281734971436",422,"63,4231592587639",2,2,3
1095,2,ESCUELA BASICA SARGENTO ALDEA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"47,3569434227192","60,3823205249941","80,7",100,"60,6666666666667","93,5143049403001",421,"64,8775992336038",2,2,3
1096,0,ESCUELA BASICA LOS POZOS,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"67,8556644815499","60,7785173665586","73,9888888888889",100,45,"93,6261243485482",421,"71,4116614108238",1,2,1
1097,9,ESCUELA BASICA ESPIRITU SANTO,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","72,7888888888889",75,"71,3333333333333","97,2281734971436",422,"64,4031654505971",2,2,3
1099,5,ESCUELA VIOLETA PARRA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"54,5446324004968","60,4138095119202","93,3666666666666","62,5","84,4","97,8720733324144",422,"69,7012367846526",1,2,1
1100,2,ESC.BASICA CARLOS VIAL ESPANTOSO,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"59,0423484156744","73,5534915381198",95,100,"74,8","97,484480713977",421,"75,327232301548",1,2,1
1101,0,ESCUELA BASICA JOSE MIGUEL CARRERA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","79,9666666666667",100,"65,3333333333333","97,2281734971436",422,"65,0338321172637",2,2,3
1102,9,ESCUELA BASICA BALDOMERO LILLO FIGUEROA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","76,1444444444444",100,"67,3333333333333","97,2281734971436",422,"64,9044987839304",2,2,3
1104,5,ESCUELA LA CORTADERA,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"36,5131795933836","60,7785173665586",78,100,"49,25","97,2281734971436",421,"61,0605594815599",2,2,3
1108,8,ESCUELA BASICA MARTA BRUNETT,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","81,0666666666666",100,"67,3333333333333","97,2281734971436",422,"65,1998321172637",2,2,3
1109,6,ESCUELA BASICA GABRIELA MISTRAL,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","74,4888888888889",100,"77,6666666666667","95,5775652496576",422,"64,9586983028168",2,2,3
1113,4,ESCUELA BASICA SALVADOR REYES,,,2,1,4,42,4202,CANELA,43,CHOAPA,2,"47,3569434227192","60,3823205249941","80,5111111111111",100,"68,3333333333333","94,6284655073532",421,"65,4947145583555",2,2,3
1114,2,ESCUELA PARTICULAR EL CHILCAL,,,3,2,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","77,0555555555556",100,"67,3333333333333","95,3712392187219",422,"64,5506399093443",2,2,3
1116,9,ESCUELA PARTICULAR CANELILLA,,,3,2,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988",0,100,0,"97,2281734971436",422,"56,9691654505971",2,2,3
1117,7,ESCUELA PARTICULAR LOS TOMES,,,3,2,4,42,4202,CANELA,43,CHOAPA,2,"44,8093338258319","60,7125491630988","77,4555555555556","87,5",63,"97,2281734971436",422,"64,5164987839304",2,2,3
1119,3,COLEGIO PARTICULAR SANTA MARIA,,,3,2,5,54,5401,LA LIGUA,51,QUILLOTA,1,"54,7043836763008","61,4010806131007","90,65",100,79,"97,8721484001819",533,"70,3537971799395",1,2,1
1120,7,CENTRO DE EDUCACION DE ADULTOS LA LIGUA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,"42,7027870871293","61,8830071215347",0,100,0,"80,9503464740552",533,"52,9363494405597",2,2,3
1121,5,LICEO PULMAHUE DE LA LIGUA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,"34,288192817251","58,9807253090535",0,100,0,"92,0178862816912",533,"51,4451694108899",2,2,3
1122,3,ESCUELA REPUBLICA DE VENEZUELA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,"44,5140546244533","59,0174039039051","84,62",100,"84,9166666666667","96,4793354781194",513,"65,5435604426608",2,1,2
1123,1,ESCUELA GABRIELA MISTRAL,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,"41,0193966427477","62,1452926003584","95,72","87,5","62,75","94,6955383719108",533,"64,0415771277374",2,2,3
1125,8,ESCUELA DIEGO PORTALES,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,"44,1677565206834","61,3256323668598","80,17",100,"68,3333333333333","94,9728024171014",513,"64,6341301738026",2,2,3
1126,6,ESCUELA ESPECIAL SOL NACIENTE,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,1,,,0,75,0,"92,5035423889827",551,"62,4307984195085",2,2,3
1128,2,ESCUELA COMUNIDADES DE VALLE HERMOSO,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"42,8804991492372","57,2319342298586","96,41",100,"84,1666666666667","97,6038113510634",522,"65,3564981001455",2,2,3
1129,0,ESCUELA ANGEL MENAY,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"77,1381413537087","60,7785173665586","71,5222222222222",100,50,"95,6033560035246",521,"75,3831688176174",1,2,1
1130,4,ESC. BASICA LOS HORNOS DE HUAQUEN,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"43,6110138608509","62,0707415358296",0,100,0,"97,2281734971436",522,"56,9060809279187",2,2,3
1131,2,ESC. BASICA CASAS VIEJAS DE LONGOTOMA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"38,0110007357396","60,7785173665586","79,5",100,"80,8","97,2281734971436",521,"63,2822533042317",2,2,3
1132,0,ESCUELA BASICA POZA VERDE,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"42,6099890218156","69,1396790765251","81,5555555555555",100,64,"97,2089784516278",522,"66,6041146721902",2,1,2
1133,9,ESC.BASICA LAS CASAS DE HUAQUEN,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"59,990716334508","60,7785173665586","88,6111111111111",100,"73,25","95,792601279259",521,"71,268088854508",1,2,1
1134,7,CARMEN SANCHEZ ARAYA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"54,913770724681","60,7785173665586","74,2777777777778",100,"61,25","95,1799187173087",522,"67,794828815243",1,2,1
1135,5,ESCUELA BASICA LOS MOLLES,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"42,2040845947141","79,1494462832043","79,9666666666667",100,"64,4","96,4268407457562",521,"69,0092612234077",2,1,2
1136,3,ESCUELA BASICA PUYANCON,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"43,0036040675226","68,4779771932585","93,6888888888889",100,"83,4","96,6684987801655",522,"68,1435701840655",1,2,1
1137,1,ESCUELA BASICA HORTENCIA POWELL S.,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"50,8684012699769","62,0707415358296","71,2222222222222",100,"59,75","95,3993745865767",522,"66,449811842304",2,1,2
1139,8,ESCUELA MINISTRO GOMEZ MILLAS,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"37,612750983193","60,7785173665586","89,9222222222222",100,"95,8","96,268034853364",522,"64,2990037274913",2,2,3
1140,1,ESCUELA BASICA CARLOS ARIZTIA RUIZ,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"65,4411989258784","74,5329893572949","97,7375",100,"94,4","97,2230956187063",521,"79,055811658733",1,2,1
1142,8,ESCUELA LA CANELA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"53,466257776471","56,6592192714122","83,2444444444445",100,"79,2","98,5721885508033",521,"68,2876449211331",2,2,3
1143,6,ESCUELA BASICA QUEBRADILLA,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"76,9287225777894","60,7785173665586","82,0555555555556",100,"66,25","95,4505979245994",521,"76,7165770931637",1,2,1
1144,4,ESCUELA BASICA PICHICUY,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"39,8053671670421","62,0707415358296",0,75,0,"92,505618734701",522,"53,9590296034721",2,2,3
1145,2,ESCUELA ENRIQUE DOLL ROJAS,,,2,1,5,54,5401,LA LIGUA,51,QUILLOTA,2,"38,6556491940804","60,7785173665586","80,3666666666667",100,"76,4","93,5697689737397",521,"62,5479242386689",2,2,3
1147,9,ESCUELA FERNANDO GARCIA OLDINI,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"50,7680850949877","66,326872388389","95,9444444444444","87,5","94,4","97,8151929344683",521,"71,101724866144",1,2,1
1148,7,LICEO JOSE MANUEL BORGONO NUNEZ,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,1,"47,5424399949423","58,8278429415506","93,2545454545455",75,"80,3333333333333","97,1160522041445",533,"66,539969700614",2,1,2
1149,5,LICEO CORDILLERA,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"43,1347138470146","63,8082408196196","91,2181818181818",100,"87,9166666666667","95,9141990652019",541,"66,7961995896575",1,2,1
1150,9,ESCUELA BASICA NEFTALI REYES B.,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"48,0035436029825","62,0803510119222","87,7444444444445",100,54,"89,8353210628574",521,"64,8722467169371",2,2,3
1151,7,ESCUELA BASICA VILLA SANTA ANA,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"46,8575548165892","60,7785173665586","65,8555555555555",100,29,"97,2281734971436",521,"63,1468116474794",2,2,3
1152,5,ESCUELA EDUARDO FREI MONTALVA,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"44,1477148789402","53,3520431814","90,0555555555556",100,"99,6","97,1195445169766",521,"65,0228597230681",2,2,3
1153,3,ESCUELA BASICA EL CRUCERO,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"48,0035436029825","62,0803510119222",0,100,0,"97,2281734971436",521,"58,5340075858133",2,2,3
1156,8,ESCUELA BASICA G-24,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"55,2678286527039","60,7785173665586","87,5",100,"76,8","98,4194475381001",522,"70,2093599225189",1,2,1
1157,6,ESCUELA BASICA LOS ALAMOS EL SOBRANTE,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"54,6316951837244","60,7785173665586","72,5111111111111",100,"58,8","97,49795482533",521,"67,9719288088537",2,2,3
1158,4,ESCUELA BASICA BENANCIO PEREZ,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"36,3856207497003","60,7785173665586",0,100,0,"94,6284655073532",522,"53,2989269516432",2,2,3
1160,6,ESCUELA HOGAR FRONTERIZA DE CHALACO,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"24,2797640770366","60,7785173665586","88,9333333333333",100,51,"96,844678670803",521,"57,1933268787166",2,2,3
1161,4,ESCUELA BASICA PEDEGUA,,,2,1,5,54,5404,PETORCA,51,QUILLOTA,2,"51,376336183537","61,5176533469803","82,42",100,"80,5833333333333","98,0218216536863",521,"68,7733547555408",2,2,3
1162,2,ESCUELA PARTICULAR JUAN PABLO II,,,3,2,5,54,5404,PETORCA,51,QUILLOTA,2,"59,5459689055633","60,7785173665586","82,22",100,"88,3333333333333","95,7426260744062",522,"71,4632377607309",1,2,1
1164,9,COL. CATOLICO PDTE.MANUEL MONTT,,,3,2,5,54,5404,PETORCA,51,QUILLOTA,1,"51,3368777705229","62,9381255842276","83,98",75,"95,1666666666667","96,457746588167",533,"69,1351575214073",1,2,1
1166,5,COLEGIO SAGRADO CORAZON,,,3,2,5,54,5404,PETORCA,51,QUILLOTA,2,"58,0953670292773","61,3256323668598","91,34","87,5",82,"97,8823342266056",521,"71,5309763934066",1,2,1
1167,3,LICEO Y ESCUELA MUNICIPAL,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,1,"37,1926966283579","62,5665691222608",0,"87,5",0,"89,4866738686889",533,"52,717005357837",2,2,3
1168,1,ESCUELA HANS WENKE MENGERS,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,1,"37,7406370464079","58,279750867814","96,99",100,58,"95,5972708313303",513,"62,0331655330515",2,2,3
1170,3,ESCUELA BASICA VALLE DE ARTIFICIO,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,1,"49,9884433679032","61,9977057972814","95,26",100,"86,6666666666667","96,2125210111222",513,"69,0707696251432",1,2,1
1171,1,ESCUELA BASICA LA FRONTERA DE ALICAHUE,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"51,5466278190499","62,0707415358296",0,"87,5",0,"95,6989335031492",522,"59,2558252937736",2,2,3
1173,8,ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"38,3486602457804","58,8678084681342",0,100,0,"95,3591736443652",522,"53,6510088637767",2,2,3
1174,6,ESCUELA BASICA SAN LORENZO,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"40,0075532812465","61,1763058462654","76,42",100,"53,5833333333333","97,6254729809805",521,"62,6741310734979",2,2,3
1176,2,ESCUELA PABLO NERUDA,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"37,9776457908028","60,7785173665586",0,100,0,"94,0681768026675",522,"53,7647127018203",2,2,3
1178,9,ESCUELA BASICA LA VINA,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"45,0027056476014","66,777506329152",0,100,0,"97,2606045561298",521,"58,7460358641236",2,2,3
1180,0,ESCUELA BASICA G-45,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"42,0539477010921","61,1967534248969","85,48","87,5","89,5833333333333","95,7099392552241",521,"65,1092049111912",2,2,3
1181,9,ESCUELA BASICA LOS ANGELES,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"48,0035436029825","62,0803510119222","65,7333333333333",100,"46,3333333333333","97,2281734971436",521,"64,79467425248",2,2,3
1182,7,ESCUELA BASICA G-47,,,2,1,5,54,5402,CABILDO,51,QUILLOTA,2,"26,6873252652275","60,7785173665586",0,100,0,"96,0424801304839",522,"50,021640839477",2,2,3
1183,5,LICEO DE ZAPALLAR,,,2,1,5,54,5405,ZAPALLAR,51,QUILLOTA,1,"49,5214697095824","55,8003944579268","93,05","87,5","95,5","92,4695597741865",533,"66,398357391086",2,1,2
1184,3,ESCUELA BASICA MERCEDES MATURANA GALLARDO,,,2,1,5,54,5405,ZAPALLAR,51,QUILLOTA,2,"52,2434556510503","59,4101404025434","91,6",100,"89,5833333333333","97,5617149106273",521,"69,4036618506054",2,1,2
1185,1,ESCUELA BALNEARIO CACHAGUA,,,2,1,5,54,5405,ZAPALLAR,51,QUILLOTA,1,"51,5112825518514","75,6524959187877","92,17",100,70,"95,6900970316922",512,"72,3238947484178",1,2,1
1189,4,ESCUELA BASICA AURELIO DURAN ALMENDRO,,,2,1,5,54,5405,ZAPALLAR,51,QUILLOTA,2,"63,8507117981345","75,7561538159541","93,25",100,"78,3333333333333","97,6320184237342",521,"77,8271971536651",1,2,1
1190,8,COLEGIO PARROQUIAL FRANCISCO DIDIER,,,3,2,5,54,5405,ZAPALLAR,51,QUILLOTA,1,"57,1566905241348","59,1683691736029","98,39","62,5","85,8333333333333","95,8709608941655",532,"70,2517969259218",2,1,2
1191,6,ESCUELA PAPUDO,,,2,1,5,54,5403,PAPUDO,51,QUILLOTA,1,"40,0183639789464","58,9213934138449","90,83",75,"77,9166666666667","96,5362432004405",512,"63,388391665517",2,2,3
1192,4,ESCUELA RURAL PULLALLY,,,2,1,5,54,5403,PAPUDO,51,QUILLOTA,2,"49,6575037248252","67,1009550320934","98,09",100,"78,75","97,889488167269",521,"70,5201311839706",1,2,1
1194,0,LICEO MAXIMILIANO SALAS MARCHAN,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"46,1212318708817","59,8093244494614",0,"87,5",0,"94,6530808866084",532,"56,3851444331293",2,2,3
1195,9,LICEO COMERCIAL DE LOS ANDES,,,5,4,5,53,5301,LOS ANDES,52,LOS ANDES,1,"46,0157145346496","65,2264127145678","89,4454545454545",100,"93,3333333333333","92,7675451454349",533,"67,731463809289",1,2,1
1196,7,LICEO TECNICO AMANCAY,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"39,0951514407146","70,9172363757934",0,100,0,"92,9516055372057",533,"56,7713854364718",2,2,3
1197,5,ESCUELA ESPANA,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"48,5225541970784","69,1944799813356","96,28",100,"66,9166666666667","95,4845806037523",512,"69,4570405138518",1,2,1
1198,3,LICEO REPUBLICA ARGENTINA,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"36,190791395975","60,6273588320101",0,100,0,"89,2839791821589",533,"52,0087287095485",2,2,3
1199,1,LICEO POLITECNICO AMERICA,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"33,8862911922141","61,5258434812923",0,100,0,"90,0259590888065",533,"51,5708749154185",2,2,3
1200,9,ESCUELA JOHN KENNEDY,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"48,1092613198948","64,7485824331945","91,74",100,"61,6666666666667","94,9148736556266",513,"67,3990353072267",1,2,1
1201,7,ESCUELA ESPECIAL VALLE ANDINO,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,,,0,100,0,"92,5035423889827",551,"63,8593699195085",2,2,3
1202,5,ESCUELA FERROVIARIA,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"37,5916556040246","64,4428575235611","76,82",100,"50,25","93,6816350942015",513,"61,6845724008105",2,2,3
1203,3,ESCUELA GABRIELA MISTRAL,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"45,9800505003747","59,5191927001996","80,95",100,"56,5833333333333","96,1668960659397",513,"64,5208764423679",2,2,3
1204,1,ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"32,8587871826041","55,9025802327552","89,38",100,52,"92,6142980304406",513,"58,1484192894319",2,2,3
1206,8,C.E.I.A DR. OSVALDO ROJAS GONZALEZ,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"42,7027870871293","61,8830071215347",0,100,0,"82,1427310483323",533,"53,1986740469007",2,2,3
1208,4,ESCUELA BASICA RIO BLANCO,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,2,"51,0298288168829","62,6433997566139","92,05",100,81,"97,4685218169299",521,"69,4372633938231",2,1,2
1210,6,ESCUELA EL SAUCE,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"45,7431072686348","58,2533524934529",100,100,"78,6666666666667","97,9953074534902",513,"66,7281893606628",1,2,1
1211,4,ESCUELA IGNACIO CARRERA PINTO,,,2,1,5,53,5301,LOS ANDES,52,LOS ANDES,1,"44,7282934418695","67,1309217350825","97,12",100,95,"94,0657160847292",513,"68,6177841979552",1,2,1
1212,2,ESCUELA JUAN GOMEZ MILLAS,,,2,1,5,57,5701,SAN FELIPE,52,LOS ANDES,2,"32,0239701009679","60,7785173665586",0,100,0,"94,4336726969748",521,"51,642261793329",2,2,3
1213,0,LICEO PARTICULAR MIXTO LOS ANDES,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"43,8106359411661","61,2093495408385","93,1727272727273",100,"65,8333333333333","91,0012651044902",533,"64,2508617956844",2,2,3
1214,9,COLEGIO MARIA AUXILIADORA,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"62,7156924533484","61,1466627088976","79,69",100,"77,3333333333333","96,1278733816428",531,"72,1220705768583",2,2,3
1215,7,ESCUELA PARTICULAR SAN JOSE,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"50,7469603949269","64,8167881626174","83,67",100,"82,1666666666667","96,4406898622502",512,"69,2705611346842",2,1,2
1216,5,ESCUELA PARTICULAR HUMBERTO CASARINO,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"60,481441446954","69,5212582181461","89,25",100,"96,25","94,7978360775302",512,"74,8671095735105",1,2,1
1217,3,LICEO SANTA CLARA,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"52,6401360022221","66,7122209302907",0,"87,5",0,"95,2624709125768",511,"60,8640157820705",2,2,3
1218,1,ESCUELA PARTICULAR JEAN PIAGET,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"60,093884804612","68,2711776843102","93,64",100,"78,3333333333333","96,8909763261964",512,"74,2017485877432",1,2,1
1220,3,ESCUELA PARTICULAR METODISTA E.DEL NINO,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"55,8612143829982","67,7536173640069","96,12","87,5","90,4166666666667","98,3472387467611",512,"73,3140880412521",1,2,1
1221,1,COLEGIO ALCAZAR,,,3,2,5,53,5301,LOS ANDES,52,LOS ANDES,1,"49,8114257380486","65,7700610863225","71,13",100,"54,5","95,9005908818625",512,"66,9367746212581",2,2,3
1226,2,COLEGIO MARIA MONTESSORI,,,4,3,5,53,5301,LOS ANDES,52,LOS ANDES,1,"57,4495056767488","63,5364874951147",0,100,0,"95,5458835745567",531,"62,0666279854316",2,2,3
1233,5,ESCUELA PABLO NERUDA,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,1,"45,0981718031211","55,5610262617369","84,5","87,5","62,3333333333333","94,9248212148992",513,"63,0635382543856",2,2,3
1234,3,ESC. BASICA SILVIO ZENTENO VERGARA,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,1,"45,8546335077779","60,579026541932","88,32",100,"80,8333333333333","96,61111307747",512,"66,5236533733289",2,2,3
1235,1,ESCUELA LO CALVO,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"44,6072312837778","56,887413478096","97,78",100,"69,1666666666667","96,1405723256518",522,"64,9092105938414",2,2,3
1237,8,ESCUELA BÁSICA PADRE HUMBERTO MUÑOZ R.,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"43,6110138608509","62,0707415358296",0,100,0,"97,2281734971436",522,"56,9060809279187",2,2,3
1238,6,ESCUELA INCLUSIVA SAN LORENZO,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,1,"47,1558349810075","60,7785173665586","73,09",100,"31,5","95,6209956430452",513,"63,4626628470791",2,2,3
1239,4,ESCUELA HERMANO FERNANDO DE LA FUENTE,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"48,0035436029825","62,0803510119222",0,"87,5",0,"97,2281734971436",521,"58,2840075858133",2,2,3
1240,8,ESCUELA RIO COLORADO,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"57,0441195046626","61,1900012452449","90,3444444444444",100,"57,2","96,6850955660692",522,"69,7909122565956",1,2,1
1243,2,ESCUELA EL COBRE,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"40,9067025778214","60,7785173665586",0,75,0,"91,8516739449694",522,"53,8608330843236",2,2,3
1244,0,ESCUELA SAN FRANCISCO,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,2,"64,84094641552","60,7785173665586",0,100,0,"90,7289035226675",522,"62,9694938113657",2,2,3
1245,9,ESCUELA EL CORAZON,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,1,"43,1765923490504","74,2688148221856","72,75",100,"45,8333333333333","94,9166744433549",513,"66,3089423635654",2,1,2
1246,7,ESCUELA BÁSICA LIBERTAD,,,2,1,5,53,5304,SAN ESTEBAN,52,LOS ANDES,1,"44,2154331398209","59,3402235016825","95,24",100,"90,8333333333333","96,4959108366669",513,"66,4601398929382",1,2,1
1247,5,ESCUELA BASICA MARIA ISABEL DE BROWN,,,2,1,5,53,5302,CALLE LARGA,52,LOS ANDES,1,"40,8835622212979","63,9179155984859",0,100,0,"96,4909432884927",513,"56,2519419129247",2,2,3
1248,3,ESCUELA BASICA LA PAMPILLA,,,2,1,5,53,5302,CALLE LARGA,52,LOS ANDES,1,"41,3882301857921","61,3256323668598","98,59","87,5","82,9166666666667","95,4295650382524",513,"65,2905598732127",2,1,2
